Term,RGB
edi 4Eh,"rgb(84, 192, 186)"
edx 60h,"rgb(84, 191, 187)"
eax 0FFFFFFC9h,"rgb(84, 190, 188)"
call sub_4017F7,"rgb(84, 189, 189)"
eax 62h,"rgb(84, 188, 190)"
ecx 7Ah,"rgb(84, 187, 191)"
ecx [edi+68h],"rgb(84, 186, 192)"
ecx 0C6h,"rgb(84, 185, 193)"
call sub_40113F,"rgb(84, 184, 194)"
[ebp+var_28] 0Ah,"rgb(84, 183, 195)"
[edi+18h] edx,"rgb(84, 182, 196)"
edi [ecx+78h],"rgb(84, 181, 197)"
short loc_4018C7,"rgb(84, 180, 198)"
call sub_401DBD,"rgb(83, 199, 180)"
[eax+14h] ebx,"rgb(83, 198, 181)"
'USER32.dll' 0,"rgb(83, 197, 182)"
edi [ebx+74h],"rgb(83, 196, 183)"
eax [ebx+0A8h],"rgb(83, 195, 184)"
eax [ebx+0CCh],"rgb(83, 194, 185)"
call sub_40176B,"rgb(83, 193, 186)"
ecx [eax+9Ch],"rgb(83, 192, 187)"
eax [edx-28h],"rgb(83, 191, 188)"
short loc_4017E6,"rgb(83, 190, 189)"
call sub_4020B5,"rgb(83, 189, 190)"
short loc_401AC6,"rgb(83, 188, 191)"
call sub_401AC7,"rgb(83, 187, 192)"
ebx [eax+68h],"rgb(83, 186, 193)"
short loc_40163B,"rgb(83, 185, 194)"
short loc_401963,"rgb(83, 184, 195)"
short loc_4012F1,"rgb(83, 183, 196)"
short loc_401366,"rgb(83, 182, 197)"
short loc_401442,"rgb(83, 181, 198)"
eax [ebx+1B0h],"rgb(83, 180, 199)"
mov [edi+40h],"rgb(82, 200, 180)"
eax [ebx+48h],"rgb(82, 199, 181)"
[ebp+var_34] 8,"rgb(82, 198, 182)"
ptr [eax+eax],"rgb(82, 197, 183)"
[ebp+var_40] 2,"rgb(82, 196, 184)"
or [ebp-4],"rgb(82, 195, 185)"
call sub_4017CF,"rgb(82, 194, 186)"
eax [edi+130h],"rgb(82, 193, 187)"
short loc_408D86,"rgb(82, 192, 188)"
short loc_409D4A,"rgb(82, 191, 189)"
ecx [esi+190h],"rgb(82, 190, 190)"
call sub_40242D,"rgb(82, 189, 191)"
esi [edi+0B8h],"rgb(82, 188, 192)"
edi 77h,"rgb(82, 187, 193)"
edi [esi+90h],"rgb(82, 186, 194)"
short loc_40144D,"rgb(82, 185, 195)"
call sub_401CBD,"rgb(82, 184, 196)"
short loc_4019E3,"rgb(82, 183, 197)"
call sub_401307,"rgb(82, 182, 198)"
[edi+4Ch] eax,"rgb(82, 181, 199)"
short loc_4012C7,"rgb(82, 180, 200)"
short loc_4011CF,"rgb(81, 200, 181)"
eax [edi+100h],"rgb(81, 199, 182)"
call sub_4017E1,"rgb(81, 198, 183)"
call sub_4017F3,"rgb(81, 197, 184)"
ecx [eax+0F4h],"rgb(81, 196, 185)"
call sub_40170A,"rgb(81, 195, 186)"
esi 7Fh,"rgb(81, 194, 187)"
offset dword_414000,"rgb(81, 193, 188)"
[eax+40h] ecx,"rgb(81, 192, 189)"
[eax+38h] edx,"rgb(81, 191, 190)"
ecx [edx+7Ch],"rgb(81, 190, 191)"
[ebp+var_8] 4Ch,"rgb(81, 189, 192)"
edx 0B2h,"rgb(81, 188, 193)"
ecx [esi+13Ch],"rgb(81, 187, 194)"
short loc_401A8C,"rgb(81, 186, 195)"
eax [ebx+160h],"rgb(81, 185, 196)"
[ebp+var_10] 0Eh,"rgb(81, 184, 197)"
short loc_401BB7,"rgb(81, 183, 198)"
[ebp+var_48] 5,"rgb(81, 182, 199)"
esi [edi+30h],"rgb(81, 181, 200)"
call sub_401363,"rgb(80, 200, 182)"
call sub_401EAD,"rgb(80, 199, 183)"
ecx 69h,"rgb(80, 198, 184)"
short loc_40156C,"rgb(80, 197, 185)"
short loc_4015B2,"rgb(80, 196, 186)"
short loc_401263,"rgb(80, 195, 187)"
esi [ebx+154h],"rgb(80, 194, 188)"
edx 0C6h,"rgb(80, 193, 189)"
esi [eax+100h],"rgb(80, 192, 190)"
short loc_401236,"rgb(80, 191, 191)"
short loc_4012AE,"rgb(80, 190, 192)"
esi 33h,"rgb(80, 189, 193)"
xor [ebp-18h],"rgb(80, 188, 194)"
ecx [eax-38h],"rgb(80, 187, 195)"
ebx [edx+10h],"rgb(80, 186, 196)"
call sub_4020DB,"rgb(80, 185, 197)"
ecx [edi+0C0h],"rgb(80, 184, 198)"
edi 27h,"rgb(80, 183, 199)"
[ebp+var_4C] 5,"rgb(80, 182, 200)"
[ecx+4] ecx,"rgb(79, 200, 183)"
[ebp+var_18] 0Bh,"rgb(79, 199, 184)"
edi [esi+0ACh],"rgb(79, 198, 185)"
[ecx+24h] eax,"rgb(79, 197, 186)"
call sub_401956,"rgb(79, 196, 187)"
edx 0F1h,"rgb(79, 195, 188)"
edx 0FCh,"rgb(79, 194, 189)"
ecx 49h,"rgb(79, 193, 190)"
[ebx+4Ch] eax,"rgb(79, 192, 191)"
esi 6Fh,"rgb(79, 191, 192)"
edi [esi+138h],"rgb(79, 190, 193)"
ebx 4Eh,"rgb(79, 189, 194)"
ecx 66h,"rgb(79, 188, 195)"
edi 2Ah,"rgb(79, 187, 196)"
call sub_40182F,"rgb(79, 186, 197)"
short loc_409210,"rgb(79, 185, 198)"
short loc_4010BF,"rgb(79, 184, 199)"
ecx 4Eh,"rgb(79, 183, 200)"
eax [ebx-34h],"rgb(78, 200, 184)"
short loc_402069,"rgb(78, 199, 185)"
short loc_40136B,"rgb(78, 198, 186)"
eax [edx+6Ch],"rgb(78, 197, 187)"
call sub_4013B3,"rgb(78, 196, 188)"
short loc_401184,"rgb(78, 195, 189)"
edx [eax+8Ch],"rgb(78, 194, 190)"
ebx 46h,"rgb(78, 193, 191)"
short loc_42F3B6,"rgb(78, 192, 192)"
[edx+38h] esi,"rgb(78, 191, 193)"
edx [ecx+10Ch],"rgb(78, 190, 194)"
ecx [edi-48h],"rgb(78, 189, 195)"
call sub_401B6B,"rgb(78, 188, 196)"
eax [edx-5Ch],"rgb(78, 187, 197)"
call sub_40196B,"rgb(78, 186, 198)"
ecx [ebx+74h],"rgb(78, 185, 199)"
short loc_401E77,"rgb(78, 184, 200)"
short loc_401E71,"rgb(77, 200, 185)"
edi [ecx+9Ch],"rgb(77, 199, 186)"
short loc_40164E,"rgb(77, 198, 187)"
short loc_40167B,"rgb(77, 197, 188)"
esi 6317h,"rgb(77, 196, 189)"
short loc_401417,"rgb(77, 195, 190)"
dd 800h,"rgb(77, 194, 191)"
ecx 94h,"rgb(77, 193, 192)"
[ebp+var_44] 8,"rgb(77, 192, 193)"
call sub_40179E,"rgb(77, 191, 194)"
[eax] 10h,"rgb(77, 190, 195)"
dd 10h,"rgb(77, 189, 196)"
dd 1010000h,"rgb(77, 188, 197)"
dd 80480000h,"rgb(77, 187, 198)"
short loc_401606,"rgb(77, 186, 199)"
call sub_401CC2,"rgb(77, 185, 200)"
edx [ecx+7Ch],"rgb(76, 200, 186)"
call sub_40188A,"rgb(76, 199, 187)"
short loc_401203,"rgb(76, 198, 188)"
ecx [edx+44h],"rgb(76, 197, 189)"
edx [esi+0E0h],"rgb(76, 196, 190)"
call sub_401C25,"rgb(76, 195, 191)"
edi [eax-28h],"rgb(76, 194, 192)"
edi 21h,"rgb(76, 193, 193)"
[ebp+var_10] 5Bh,"rgb(76, 192, 194)"
ecx [ebx+0F0h],"rgb(76, 191, 195)"
esi 0FFFFFF97h,"rgb(76, 190, 196)"
ecx [edi+54h],"rgb(76, 189, 197)"
edx [ebx+78h],"rgb(76, 188, 198)"
ptr [ecx-54h],"rgb(76, 187, 199)"
ecx 0B3h,"rgb(76, 186, 200)"
call sub_401792,"rgb(75, 200, 187)"
short loc_401EE3,"rgb(75, 199, 188)"
eax 0F2h,"rgb(75, 198, 189)"
ptr [ecx-44h],"rgb(75, 197, 190)"
short loc_401D98,"rgb(75, 196, 191)"
eax [edx-9Ch],"rgb(75, 195, 192)"
short loc_43280D,"rgb(75, 194, 193)"
mov [esi+158h],"rgb(75, 193, 194)"
edi 0FFFFFFBFh,"rgb(75, 192, 195)"
mov [edi+2Ch],"rgb(75, 191, 196)"
mov [edi+68h],"rgb(75, 190, 197)"
mov [edi+64h],"rgb(75, 189, 198)"
edx [esi+70h],"rgb(75, 188, 199)"
[ebp+var_20] 65h,"rgb(75, 187, 200)"
ecx [esi+168h],"rgb(74, 200, 188)"
ecx [esi+0F4h],"rgb(74, 199, 189)"
eax 0D6h,"rgb(74, 198, 190)"
eax 1450h,"rgb(74, 197, 191)"
ptr [ecx+378h],"rgb(74, 196, 192)"
add [ebx+8],"rgb(74, 195, 193)"
short loc_401DB6,"rgb(74, 194, 194)"
short loc_401DAD,"rgb(74, 193, 195)"
call sub_401E9F,"rgb(74, 192, 196)"
call sub_401E8E,"rgb(74, 191, 197)"
short loc_435AC8,"rgb(74, 190, 198)"
edi [edx+0Ch],"rgb(74, 189, 199)"
ebx [edi+44h],"rgb(74, 188, 200)"
eax [ecx-14h],"rgb(73, 200, 189)"
edi [edx+18h],"rgb(73, 199, 190)"
ecx [ecx-0Ch],"rgb(73, 198, 191)"
ecx 0A3h,"rgb(73, 197, 192)"
short loc_40201E,"rgb(73, 196, 193)"
eax 51Fh,"rgb(73, 195, 194)"
ebx [ecx+28h],"rgb(73, 194, 195)"
edx 0FFFFFFF0h,"rgb(73, 193, 196)"
[esi+84h] edi,"rgb(73, 192, 197)"
[ebp+var_18] 8,"rgb(73, 191, 198)"
call sub_40226B,"rgb(73, 190, 199)"
ptr loc_401325+1,"rgb(73, 189, 200)"
ptr loc_401407+1,"rgb(72, 200, 190)"
ptr loc_401FA6+1,"rgb(72, 199, 191)"
eax [edx+1D4h],"rgb(72, 198, 192)"
ebx [edi+8Ch],"rgb(72, 197, 193)"
mov [eax+8Ch],"rgb(72, 196, 194)"
call sub_40236A,"rgb(72, 195, 195)"
short loc_40209F,"rgb(72, 194, 196)"
eax 92h,"rgb(72, 193, 197)"
short loc_402234,"rgb(72, 192, 198)"
edx 0FFFFFFDFh,"rgb(72, 191, 199)"
edi [esi+0C4h],"rgb(72, 190, 200)"
call sub_4022A2,"rgb(71, 200, 191)"
mov [eax+25Ch],"rgb(71, 199, 192)"
ecx 0FFFFFFB0h,"rgb(71, 198, 193)"
edi [esi-28h],"rgb(71, 197, 194)"
or [ebp-8],"rgb(71, 196, 195)"
eax [esi-70h],"rgb(71, 195, 196)"
edi [ecx+5Ch],"rgb(71, 194, 197)"
edi [ecx+58h],"rgb(71, 193, 198)"
short loc_402152,"rgb(71, 192, 199)"
short loc_401A7F,"rgb(71, 191, 200)"
call sub_40202A,"rgb(70, 200, 192)"
call sub_4012DE,"rgb(70, 199, 193)"
[ebp+var_30] 57h,"rgb(70, 198, 194)"
short loc_401967,"rgb(70, 197, 195)"
edi [ecx+48h],"rgb(70, 196, 196)"
call sub_401026,"rgb(70, 195, 197)"
edx [eax+68h],"rgb(70, 194, 198)"
call sub_40233F,"rgb(70, 193, 199)"
[ebp+var_10] 47h,"rgb(70, 192, 200)"
[ebp+var_C] 9,"rgb(69, 200, 193)"
short loc_40215B,"rgb(69, 199, 194)"
short loc_402237,"rgb(69, 198, 195)"
short loc_4021F3,"rgb(69, 197, 196)"
call sub_4011F9,"rgb(69, 196, 197)"
[ebp-2Ch] 4,"rgb(69, 195, 198)"
edi 50h,"rgb(69, 194, 199)"
short loc_401E1A,"rgb(69, 193, 200)"
short loc_401E5E,"rgb(68, 200, 194)"
short loc_4018E2,"rgb(68, 199, 195)"
eax [ebx+0B0h],"rgb(68, 198, 196)"
short loc_401F10,"rgb(68, 197, 197)"
short loc_401FF9,"rgb(68, 196, 198)"
edx [eax+0A4h],"rgb(68, 195, 199)"
edx 56h,"rgb(68, 194, 200)"
short loc_401FEE,"rgb(67, 200, 195)"
short loc_4020B7,"rgb(67, 199, 196)"
[eax+28h] ebx,"rgb(67, 198, 197)"
[esi+68h] edi,"rgb(67, 197, 198)"
[ebp+var_18] 7,"rgb(67, 196, 199)"
short loc_4017EF,"rgb(67, 195, 200)"
call sub_40119B,"rgb(66, 200, 196)"
call sub_4011FF,"rgb(66, 199, 197)"
[ebp+var_10] 6Fh,"rgb(66, 198, 198)"
short loc_4016BB,"rgb(66, 197, 199)"
fninit,"rgb(66, 196, 200)"
[ebp-48h] edi,"rgb(65, 200, 197)"
ecx [esi+140h],"rgb(65, 199, 198)"
short loc_401DF7,"rgb(65, 198, 199)"
short loc_401B27,"rgb(65, 197, 200)"
call sub_402415,"rgb(64, 200, 198)"
short loc_401CF9,"rgb(64, 199, 199)"
and [ebp-4],"rgb(64, 198, 200)"
call sub_40114B,"rgb(98, 181, 182)"
edx [ecx+0B4h],"rgb(98, 180, 183)"
ecx [ebx+6Ch],"rgb(97, 184, 180)"
edx [edi+2Ch],"rgb(97, 183, 181)"
call sub_4018D2,"rgb(97, 182, 182)"
short loc_401D1E,"rgb(97, 181, 183)"
ebx [edi+54h],"rgb(97, 180, 184)"
call sub_401DC3,"rgb(96, 185, 180)"
call sub_401F7A,"rgb(96, 184, 181)"
call sub_401F53,"rgb(96, 183, 182)"
esi [edx+1Ch],"rgb(96, 182, 183)"
ebx [esi+8Ch],"rgb(96, 181, 184)"
esi [edi+94h],"rgb(96, 180, 185)"
[ebx+50h] eax,"rgb(95, 186, 180)"
call sub_4019DD,"rgb(95, 185, 181)"
call sub_401165,"rgb(95, 184, 182)"
call sub_4019ED,"rgb(95, 183, 183)"
[ebx+3Ch] eax,"rgb(95, 182, 184)"
[ebx+2Ch] eax,"rgb(95, 181, 185)"
edx [ebx+12Ch],"rgb(95, 180, 186)"
short loc_401CBA,"rgb(94, 187, 180)"
[esi+68h] ecx,"rgb(94, 186, 181)"
call sub_401736,"rgb(94, 185, 182)"
short loc_401F3C,"rgb(94, 184, 183)"
short loc_401FA1,"rgb(94, 183, 184)"
call sub_4021C3,"rgb(94, 182, 185)"
edx 4Eh,"rgb(94, 181, 186)"
edi 7Ch,"rgb(94, 180, 187)"
edi [ebx+40h],"rgb(93, 188, 180)"
short loc_4018FC,"rgb(93, 187, 181)"
esi 56h,"rgb(93, 186, 182)"
call sub_40173D,"rgb(93, 185, 183)"
ebx [edx-14h],"rgb(93, 184, 184)"
edx [edi+74h],"rgb(93, 183, 185)"
esi 3DE1h,"rgb(93, 182, 186)"
[ebx-4] edx,"rgb(93, 181, 187)"
[ebp+var_14] 77h,"rgb(93, 180, 188)"
ecx 0DCh,"rgb(92, 189, 180)"
short loc_401C77,"rgb(92, 188, 181)"
short loc_401C7B,"rgb(92, 187, 182)"
eax [ecx+70h],"rgb(92, 186, 183)"
call sub_401483,"rgb(92, 185, 184)"
eax [ecx+194h],"rgb(92, 184, 185)"
short loc_401CC3,"rgb(92, 183, 186)"
[esi+34h] edi,"rgb(92, 182, 187)"
esi [edx+7Ch],"rgb(92, 181, 188)"
esi [edx+70h],"rgb(92, 180, 189)"
esi [edx+6Ch],"rgb(91, 190, 180)"
edx [ebx-4Ch],"rgb(91, 189, 181)"
esi [edi+58h],"rgb(91, 188, 182)"
short loc_401E4D,"rgb(91, 187, 183)"
short loc_401EEC,"rgb(91, 186, 184)"
call sub_4020D7,"rgb(91, 185, 185)"
short loc_40125B,"rgb(91, 184, 186)"
eax [edi+16Ch],"rgb(91, 183, 187)"
short loc_401C07,"rgb(91, 182, 188)"
short loc_401C3B,"rgb(91, 181, 189)"
short loc_401B43,"rgb(91, 180, 190)"
eax 0A9h,"rgb(90, 191, 180)"
ecx 0F1h,"rgb(90, 190, 181)"
[esi+24h] ecx,"rgb(90, 189, 182)"
[ebp+var_18] 64h,"rgb(90, 188, 183)"
mov [eax+78h],"rgb(90, 187, 184)"
short loc_401CAA,"rgb(90, 186, 185)"
ptr [esi+290h],"rgb(90, 185, 186)"
[ecx+104h] eax,"rgb(90, 184, 187)"
ebx [esi+60h],"rgb(90, 183, 188)"
[ecx+18h] 2,"rgb(90, 182, 189)"
edx [ecx-24h],"rgb(90, 181, 190)"
short loc_4014C5,"rgb(90, 180, 191)"
call sub_4013F5,"rgb(89, 192, 180)"
esi [ebx+68h],"rgb(89, 191, 181)"
esi [ebx+44h],"rgb(89, 190, 182)"
call sub_401D42,"rgb(89, 189, 183)"
[edi-4] ebx,"rgb(89, 188, 184)"
short loc_401FA3,"rgb(89, 187, 185)"
ecx [ebx+54h],"rgb(89, 186, 186)"
edx [ebx-58h],"rgb(89, 185, 187)"
call sub_401385,"rgb(89, 184, 188)"
short loc_40153E,"rgb(89, 183, 189)"
eax [edi+0CCh],"rgb(89, 182, 190)"
short loc_40182B,"rgb(89, 181, 191)"
ebx [eax-5Ch],"rgb(89, 180, 192)"
ebx [eax-6Ch],"rgb(88, 193, 180)"
[edi+0B8h] ecx,"rgb(88, 192, 181)"
edx 0C2h,"rgb(88, 191, 182)"
call sub_4022F1,"rgb(88, 190, 183)"
short loc_40154D,"rgb(88, 189, 184)"
short loc_401A80,"rgb(88, 188, 185)"
short loc_401AC8,"rgb(88, 187, 186)"
call sub_401396,"rgb(88, 186, 187)"
short loc_401EDB,"rgb(88, 185, 188)"
call sub_40225B,"rgb(88, 184, 189)"
call sub_4019EB,"rgb(88, 183, 190)"
edi 0FFFFFFE0h,"rgb(88, 182, 191)"
short loc_402296,"rgb(88, 181, 192)"
esi 0FFFFFFB3h,"rgb(88, 180, 193)"
short loc_401784,"rgb(87, 194, 180)"
edi [ebp-30h],"rgb(87, 193, 181)"
eax [edi+0C8h],"rgb(87, 192, 182)"
[esi+154h] eax,"rgb(87, 191, 183)"
short loc_401948,"rgb(87, 190, 184)"
[edx+54h] eax,"rgb(87, 189, 185)"
mov [edi+54h],"rgb(87, 188, 186)"
short loc_401EEF,"rgb(87, 187, 187)"
call sub_4012D9,"rgb(87, 186, 188)"
short loc_4019C4,"rgb(87, 185, 189)"
short loc_4019C7,"rgb(87, 184, 190)"
call sub_40212D,"rgb(87, 183, 191)"
ecx [esi+0E4h],"rgb(87, 182, 192)"
esi [ecx+48h],"rgb(87, 181, 193)"
ptr [edx-94h],"rgb(87, 180, 194)"
call sub_402293,"rgb(86, 195, 180)"
short loc_4019B7,"rgb(86, 194, 181)"
ebx [esi-14h],"rgb(86, 193, 182)"
ebx [eax+40h],"rgb(86, 192, 183)"
[edx+28h] eax,"rgb(86, 191, 184)"
[edx+20h] eax,"rgb(86, 190, 185)"
eax [esi+130h],"rgb(86, 189, 186)"
[edx+14h] edi,"rgb(86, 188, 187)"
ecx [eax+214h],"rgb(86, 187, 188)"
esi 5Bh,"rgb(86, 186, 189)"
esi 31h,"rgb(86, 185, 190)"
call sub_401213,"rgb(86, 184, 191)"
call sub_401F12,"rgb(86, 183, 192)"
[ebp+var_C] 0Bh,"rgb(86, 182, 193)"
mov [ecx+64h],"rgb(86, 181, 194)"
call sub_401C43,"rgb(86, 180, 195)"
call sub_401CCA,"rgb(85, 196, 180)"
[ebp+var_14] 7,"rgb(85, 195, 181)"
call sub_401681,"rgb(85, 194, 182)"
[edi+10h] ebx,"rgb(85, 193, 183)"
mov [ecx+68h],"rgb(85, 192, 184)"
short loc_401804,"rgb(85, 191, 185)"
short loc_401819,"rgb(85, 190, 186)"
call sub_401292,"rgb(85, 189, 187)"
call sub_401A89,"rgb(85, 188, 188)"
call sub_401667,"rgb(85, 187, 189)"
call sub_401271,"rgb(85, 186, 190)"
short loc_4019AF,"rgb(85, 185, 191)"
ebx [ecx+10h],"rgb(85, 184, 192)"
esi [ebx+24h],"rgb(85, 183, 193)"
[ebp+var_2C] 0FFFFFFFFh,"rgb(85, 182, 194)"
short loc_40222D,"rgb(85, 181, 195)"
short loc_401CE9,"rgb(85, 180, 196)"
call sub_40221D,"rgb(84, 197, 180)"
edx 74h,"rgb(84, 196, 181)"
eax [edi+78h],"rgb(84, 195, 182)"
edx [esi+6Ch],"rgb(84, 194, 183)"
short loc_401CA2,"rgb(84, 193, 184)"
short loc_4021B5,"rgb(84, 192, 185)"
short loc_4021DD,"rgb(84, 191, 186)"
[eax+8Ch] ecx,"rgb(84, 190, 187)"
edi [ebx+0A4h],"rgb(84, 189, 188)"
[ebp-48h] ebx,"rgb(84, 188, 189)"
short loc_401B0D,"rgb(84, 187, 190)"
short loc_401B51,"rgb(84, 186, 191)"
short loc_401B78,"rgb(84, 185, 192)"
[ebp-8] 8,"rgb(84, 184, 193)"
call sub_4013B7,"rgb(84, 183, 194)"
edi [ecx+40h],"rgb(84, 182, 195)"
call sub_401B56,"rgb(84, 181, 196)"
short loc_40169F,"rgb(84, 180, 197)"
short loc_401B5C,"rgb(83, 198, 180)"
eax [edi+0E4h],"rgb(83, 197, 181)"
short loc_40913D,"rgb(83, 196, 182)"
ecx 0B9h,"rgb(83, 195, 183)"
short loc_401C9F,"rgb(83, 194, 184)"
ebx [eax-4Ch],"rgb(83, 193, 185)"
eax [edi+84h],"rgb(83, 192, 186)"
short loc_4081B3,"rgb(83, 191, 187)"
short loc_4015DA,"rgb(83, 190, 188)"
short loc_4014BB,"rgb(83, 189, 189)"
short loc_401483,"rgb(83, 188, 190)"
ecx [edi+78h],"rgb(83, 187, 191)"
short loc_401411,"rgb(83, 186, 192)"
short loc_401D07,"rgb(83, 185, 193)"
call sub_40147A,"rgb(83, 184, 194)"
[edx+34h] eax,"rgb(83, 183, 195)"
mov [edi+4Ch],"rgb(83, 182, 196)"
[ebp+var_8] 45h,"rgb(83, 181, 197)"
call sub_401D0F,"rgb(83, 180, 198)"
ebx [ecx+34h],"rgb(82, 199, 180)"
short loc_402195,"rgb(82, 198, 181)"
eax [edi+198h],"rgb(82, 197, 182)"
esi [ebx-9Ch],"rgb(82, 196, 183)"
esi [eax+8Ch],"rgb(82, 195, 184)"
ecx [edx+70h],"rgb(82, 194, 185)"
short loc_401F04,"rgb(82, 193, 186)"
short loc_401F6A,"rgb(82, 192, 187)"
edx [edi+40h],"rgb(82, 191, 188)"
call sub_40151B,"rgb(82, 190, 189)"
short loc_40168F,"rgb(82, 189, 190)"
short loc_401799,"rgb(82, 188, 191)"
short loc_40179A,"rgb(82, 187, 192)"
ebx [eax+64h],"rgb(82, 186, 193)"
ecx [ebx+64h],"rgb(82, 185, 194)"
edi 2A6h,"rgb(82, 184, 195)"
ecx 7ED6h,"rgb(82, 183, 196)"
[esi+11Ch] eax,"rgb(82, 182, 197)"
[esi+0BCh] eax,"rgb(82, 181, 198)"
edx [edi-6Ch],"rgb(82, 180, 199)"
call sub_40164F,"rgb(81, 200, 180)"
short loc_40228F,"rgb(81, 199, 181)"
ebx 22h,"rgb(81, 198, 182)"
ebx [edx-34h],"rgb(81, 197, 183)"
edx 2D85h,"rgb(81, 196, 184)"
edx 38CAh,"rgb(81, 195, 185)"
short loc_4022EC,"rgb(81, 194, 186)"
edi [ebx+0A0h],"rgb(81, 193, 187)"
[ebp+var_2C] 18h,"rgb(81, 192, 188)"
short loc_4018CF,"rgb(81, 191, 189)"
short loc_40187B,"rgb(81, 190, 190)"
[esi-4] eax,"rgb(81, 189, 191)"
short loc_401924,"rgb(81, 188, 192)"
ecx 7E70h,"rgb(81, 187, 193)"
short loc_4019B5,"rgb(81, 186, 194)"
short loc_40199B,"rgb(81, 185, 195)"
edi [edx-68h],"rgb(81, 184, 196)"
edx 59F8h,"rgb(81, 183, 197)"
edx 5BC6h,"rgb(81, 182, 198)"
call sub_4022DB,"rgb(81, 181, 199)"
short loc_401A6B,"rgb(81, 180, 200)"
short loc_401A6F,"rgb(80, 200, 181)"
[ebp+var_34] 19h,"rgb(80, 199, 182)"
short loc_401B02,"rgb(80, 198, 183)"
short loc_401B2F,"rgb(80, 197, 184)"
ecx 587Bh,"rgb(80, 196, 185)"
ecx 66Ah,"rgb(80, 195, 186)"
ecx 6F1Ch,"rgb(80, 194, 187)"
ebx 0FFFFFFE4h,"rgb(80, 193, 188)"
call sub_401577,"rgb(80, 192, 189)"
short loc_4016BF,"rgb(80, 191, 190)"
short loc_4016F7,"rgb(80, 190, 191)"
call sub_401EE7,"rgb(80, 189, 192)"
eax [ecx+104h],"rgb(80, 188, 193)"
esi [edx+5Ch],"rgb(80, 187, 194)"
[ecx+18h] edx,"rgb(80, 186, 195)"
short loc_4013DB,"rgb(80, 185, 196)"
short loc_401458,"rgb(80, 184, 197)"
short loc_401719,"rgb(80, 183, 198)"
ebx [edi+144h],"rgb(80, 182, 199)"
[ebp+var_14] 20h,"rgb(80, 181, 200)"
esi [ebx+0CCh],"rgb(79, 200, 182)"
call sub_401C7F,"rgb(79, 199, 183)"
ecx [esi+0D0h],"rgb(79, 198, 184)"
short loc_401B97,"rgb(79, 197, 185)"
short loc_4014AB,"rgb(79, 196, 186)"
xor [ebx-40h],"rgb(79, 195, 187)"
[esi+58h] ecx,"rgb(79, 194, 188)"
ecx [esi+0F0h],"rgb(79, 193, 189)"
esi 3C9Fh,"rgb(79, 192, 190)"
short loc_401E49,"rgb(79, 191, 191)"
short loc_4010FF,"rgb(79, 190, 192)"
mov [eax+100h],"rgb(79, 189, 193)"
eax 0ADh,"rgb(79, 188, 194)"
ecx 4A0Bh,"rgb(79, 187, 195)"
ecx 0EAh,"rgb(79, 186, 196)"
ecx 0F5h,"rgb(79, 185, 197)"
short loc_401BEF,"rgb(79, 184, 198)"
ebx [esi+3Ch],"rgb(79, 183, 199)"
[ebp+var_18] 5Fh,"rgb(79, 182, 200)"
ecx 1820h,"rgb(78, 200, 183)"
ecx 272Ah,"rgb(78, 199, 184)"
short loc_401C8E,"rgb(78, 198, 185)"
ecx [ebx+0C0h],"rgb(78, 197, 186)"
ebx [esi-7Ch],"rgb(78, 196, 187)"
esi 43CFh,"rgb(78, 195, 188)"
esi 748Ch,"rgb(78, 194, 189)"
short loc_4017A7,"rgb(78, 193, 190)"
[ebp+var_C] 13h,"rgb(78, 192, 191)"
short loc_40235D,"rgb(78, 191, 192)"
[eax+54h] ecx,"rgb(78, 190, 193)"
short loc_401C89,"rgb(78, 189, 194)"
short loc_401C1E,"rgb(78, 188, 195)"
ecx [edx+0E4h],"rgb(78, 187, 196)"
eax [edx+64h],"rgb(78, 186, 197)"
short loc_401C6B,"rgb(78, 185, 198)"
dup(0) 4,"rgb(78, 184, 199)"
call sub_40144D,"rgb(78, 183, 200)"
call sub_40210F,"rgb(77, 200, 184)"
short loc_401084,"rgb(77, 199, 185)"
short loc_401077,"rgb(77, 198, 186)"
ecx [edx-24h],"rgb(77, 197, 187)"
xor [eax-18h],"rgb(77, 196, 188)"
[ebx+34h] esi,"rgb(77, 195, 189)"
ebx 0FFFFFFA4h,"rgb(77, 194, 190)"
call sub_402079,"rgb(77, 193, 191)"
call sub_40205B,"rgb(77, 192, 192)"
edi [ebx+78h],"rgb(77, 191, 193)"
eax 0FFFFFFB8h,"rgb(77, 190, 194)"
ebx 33h,"rgb(77, 189, 195)"
edx 26h,"rgb(77, 188, 196)"
ecx 0FFFFFFF7h,"rgb(77, 187, 197)"
short loc_401CBC,"rgb(77, 186, 198)"
short loc_402012,"rgb(77, 185, 199)"
ecx [edx+0F4h],"rgb(77, 184, 200)"
short loc_401B9A,"rgb(76, 200, 185)"
call sub_4021AB,"rgb(76, 199, 186)"
edx [ebx-34h],"rgb(76, 198, 187)"
call sub_401CC9,"rgb(76, 197, 188)"
[eax+50h] ecx,"rgb(76, 196, 189)"
short loc_401DE6,"rgb(76, 195, 190)"
short loc_401E38,"rgb(76, 194, 191)"
call sub_40138D,"rgb(76, 193, 192)"
edx [ecx+74h],"rgb(76, 192, 193)"
short loc_407636,"rgb(76, 191, 194)"
call sub_401C45,"rgb(76, 190, 195)"
ecx [eax+74h],"rgb(76, 189, 196)"
[ebp+var_1C] 5Eh,"rgb(76, 188, 197)"
